Coffee_name,Variant Id,Coffee maker qty,day,day time,month,Time to wait (min)
Cacao,1008,2,Tuesday,Evening,December,6
Espresso,1004,2,Sunday,Lunchtime,August,6
Cappuccino,1009,1,Friday,Evening,September,7
Cappuccino,1009,1,Wednesday,Evening,July,6
Latte,1013,2,Friday,Lunchtime,July,7
Cappuccino,1011,2,Thursday,Morning,August,11
Espresso,1005,2,Wednesday,Evening,February,6
Cappuccino,1011,1,Monday,Evening,July,8
Cappuccino,1010,2,Sunday,Lunchtime,May,9
Espresso,1004,2,Tuesday,Morning,July,6
Latte,1012,2,Saturday,Lunchtime,July,8
Americano,1003,2,Monday,Morning,May,7
Cappuccino,1010,1,Friday,Evening,April,6
Cappuccino,1010,2,Friday,Lunchtime,February,8
Americano,1003,1,Monday,Evening,April,8
Cappuccino,1011,2,Tuesday,Lunchtime,June,5
Cacao,1008,2,Sunday,Morning,May,13
Cappuccino,1010,2,Saturday,Lunchtime,January,11
Latte,1012,2,Tuesday,Morning,October,8
Cappuccino,1009,2,Friday,Morning,June,8
Americano,1002,2,Tuesday,Lunchtime,May,6
Latte,1012,2,Thursday,Morning,July,9
Americano,1002,2,Friday,Morning,June,9
Cappuccino,1011,2,Monday,Lunchtime,January,6
Cappuccino,1011,2,Sunday,Morning,July,13
Cacao,1008,2,Monday,Lunchtime,April,7
Latte,1013,1,Monday,Evening,June,8
Cacao,1008,2,Tuesday,Morning,June,12
Americano,1003,2,Sunday,Evening,March,8
Americano,1002,2,Sunday,Lunchtime,May,7
Espresso,1005,2,Sunday,Evening,January,9
Espresso,1005,1,Tuesday,Evening,March,3
Espresso,1005,2,Saturday,Evening,January,6
Latte,1013,1,Tuesday,Evening,September,6
Espresso,1004,2,Monday,Morning,March,6
Cappuccino,1010,1,Wednesday,Evening,June,6
Latte,1013,1,Monday,Evening,June,9
Espresso,1004,2,Sunday,Morning,February,10
Cacao,1006,1,Wednesday,Evening,October,7
Americano,1001,2,Wednesday,Morning,August,8
Americano,1002,1,Tuesday,Evening,November,5
Cacao,1008,2,Monday,Morning,July,11
Latte,1014,2,Wednesday,Morning,January,11
Cacao,1008,2,Thursday,Lunchtime,January,9
Cappuccino,1011,1,Thursday,Evening,April,10
Cacao,1006,2,Monday,Morning,July,12
Cacao,1008,2,Saturday,Evening,May,10
Americano,1003,2,Monday,Lunchtime,November,7
Cacao,1007,2,Monday,Lunchtime,September,6
Americano,1001,2,Thursday,Lunchtime,September,3
Espresso,1004,2,Friday,Lunchtime,November,4
Cacao,1007,1,Monday,Evening,September,10
Cacao,1006,2,Thursday,Morning,August,10
Americano,1002,2,Monday,Morning,September,10
Cacao,1007,2,Monday,Morning,February,11
Latte,1014,2,Sunday,Lunchtime,December,11
Latte,1013,2,Monday,Evening,January,5
Americano,1001,2,Wednesday,Morning,August,8
Cacao,1007,2,Saturday,Morning,April,13
Cacao,1006,2,Thursday,Morning,May,8
Latte,1014,2,Monday,Lunchtime,March,8
Espresso,1004,2,Saturday,Morning,July,12
Americano,1001,2,Tuesday,Evening,February,5
Latte,1012,2,Tuesday,Lunchtime,November,7
Americano,1003,2,Sunday,Evening,August,9
Cappuccino,1009,2,Monday,Lunchtime,April,6
Americano,1003,2,Tuesday,Morning,December,8
Cacao,1008,2,Tuesday,Lunchtime,October,7
Latte,1014,2,Wednesday,Lunchtime,January,6
Cappuccino,1011,1,Wednesday,Evening,May,8
Americano,1001,2,Saturday,Lunchtime,February,9
Americano,1001,2,Sunday,Evening,September,4
Cacao,1006,1,Tuesday,Evening,June,8
Cacao,1008,1,Monday,Evening,September,9
Americano,1002,2,Tuesday,Morning,April,8
Americano,1003,2,Friday,Lunchtime,January,5
Espresso,1004,1,Tuesday,Evening,April,4
Americano,1002,2,Saturday,Morning,December,10
Americano,1002,2,Tuesday,Lunchtime,November,4
Latte,1012,1,Wednesday,Evening,October,9
Latte,1012,1,Friday,Evening,August,9
Latte,1012,2,Friday,Lunchtime,March,8
Americano,1003,2,Saturday,Evening,December,8
Latte,1012,2,Monday,Evening,January,5
Cappuccino,1009,2,Sunday,Evening,February,8
Cacao,1008,2,Saturday,Morning,October,14
Americano,1003,2,Thursday,Morning,March,9
Latte,1012,2,Thursday,Lunchtime,February,8
Cappuccino,1011,2,Sunday,Morning,November,11
Cacao,1007,2,Saturday,Morning,March,13
Cappuccino,1009,2,Tuesday,Lunchtime,May,6
Latte,1012,2,Monday,Lunchtime,June,4
Espresso,1004,2,Wednesday,Morning,September,6
Latte,1012,1,Tuesday,Evening,September,8
Cappuccino,1009,1,Thursday,Evening,August,7
Cappuccino,1011,2,Monday,Morning,November,8
Espresso,1004,1,Thursday,Evening,September,2
Cappuccino,1009,2,Wednesday,Morning,April,9
Cappuccino,1011,2,Saturday,Lunchtime,April,11
Americano,1001,2,Sunday,Morning,September,10
Cappuccino,1009,2,Monday,Morning,March,8
Cacao,1007,2,Wednesday,Morning,November,10
Cacao,1006,2,Tuesday,Lunchtime,January,7
Cappuccino,1009,2,Monday,Morning,January,9
Cappuccino,1009,1,Monday,Evening,September,5
Americano,1001,2,Wednesday,Morning,July,7
Americano,1001,2,Thursday,Lunchtime,July,4
Espresso,1004,2,Thursday,Morning,June,6
Espresso,1005,2,Sunday,Evening,December,6
Cacao,1008,2,Saturday,Lunchtime,November,11
Latte,1012,2,Monday,Morning,May,8
Cappuccino,1011,1,Friday,Evening,June,7
Cacao,1008,2,Wednesday,Lunchtime,March,7
Cacao,1006,2,Sunday,Lunchtime,November,10
Latte,1014,2,Sunday,Morning,May,13
Latte,1013,2,Monday,Lunchtime,March,5
Americano,1002,2,Tuesday,Morning,April,8
Americano,1002,1,Friday,Evening,May,7
Latte,1013,2,Tuesday,Lunchtime,November,5
Espresso,1004,2,Thursday,Morning,April,7
Cacao,1007,2,Sunday,Lunchtime,March,11
Cappuccino,1009,2,Saturday,Morning,July,11
Cacao,1008,2,Wednesday,Lunchtime,January,6
Cacao,1006,2,Sunday,Morning,June,15
Cappuccino,1009,2,Thursday,Evening,December,4
Cacao,1008,2,Friday,Evening,January,10
Cacao,1008,2,Saturday,Lunchtime,October,12
Latte,1014,2,Saturday,Evening,February,8
Cacao,1008,1,Tuesday,Evening,August,9
Americano,1002,2,Saturday,Lunchtime,October,8
Cappuccino,1010,2,Thursday,Morning,April,11
Espresso,1005,1,Wednesday,Evening,July,7
Cappuccino,1009,2,Thursday,Morning,May,9
Americano,1001,2,Monday,Evening,December,4
Espresso,1004,1,Monday,Evening,August,3
Cappuccino,1010,2,Friday,Lunchtime,February,5
Latte,1013,2,Thursday,Morning,July,8
Cappuccino,1011,2,Monday,Evening,December,8
Americano,1001,2,Saturday,Morning,September,11
Cappuccino,1010,2,Sunday,Evening,June,8
Americano,1001,1,Friday,Evening,September,5
Cappuccino,1009,2,Wednesday,Lunchtime,March,6
Cappuccino,1010,2,Saturday,Morning,August,11
Latte,1014,2,Wednesday,Lunchtime,March,5
Latte,1012,2,Monday,Morning,April,8
Latte,1013,2,Wednesday,Lunchtime,February,7
Americano,1003,2,Saturday,Lunchtime,December,7
Cacao,1007,2,Saturday,Lunchtime,August,12
Cacao,1007,2,Wednesday,Morning,July,10
Americano,1002,2,Saturday,Lunchtime,October,9
Latte,1013,2,Saturday,Lunchtime,December,9
Americano,1003,2,Friday,Lunchtime,June,8
Latte,1014,2,Saturday,Morning,August,13
Cacao,1008,2,Thursday,Morning,April,12
Cacao,1006,2,Sunday,Morning,February,12
Latte,1013,2,Tuesday,Evening,February,8
Espresso,1004,1,Tuesday,Evening,November,5
Cappuccino,1010,2,Friday,Morning,November,10
Cacao,1008,2,Monday,Lunchtime,December,7
Americano,1001,2,Wednesday,Lunchtime,July,7
Espresso,1005,2,Friday,Lunchtime,February,3
Cacao,1007,2,Friday,Lunchtime,January,5
Cacao,1008,1,Monday,Evening,November,10
Latte,1012,2,Sunday,Evening,November,6
Americano,1002,2,Saturday,Lunchtime,May,7
Latte,1012,2,Tuesday,Morning,March,9
Espresso,1004,2,Saturday,Evening,September,5
Cappuccino,1009,2,Friday,Lunchtime,September,8
Espresso,1005,2,Friday,Lunchtime,February,5
Americano,1002,2,Tuesday,Morning,July,7
Cacao,1007,1,Friday,Evening,September,10
Latte,1014,2,Sunday,Morning,October,12
Cacao,1008,2,Wednesday,Evening,December,8
Cappuccino,1009,2,Sunday,Evening,December,9
Cappuccino,1009,2,Friday,Lunchtime,January,8
Americano,1002,2,Friday,Evening,December,5
Americano,1003,2,Wednesday,Morning,January,11
Cappuccino,1010,2,Wednesday,Morning,July,9
Cacao,1008,2,Sunday,Lunchtime,October,12
Cacao,1006,1,Thursday,Evening,July,10
Cappuccino,1009,2,Friday,Morning,January,10
Cappuccino,1010,2,Monday,Lunchtime,March,7
Americano,1002,2,Saturday,Morning,May,12
Latte,1014,1,Thursday,Evening,April,10
Cacao,1008,2,Monday,Morning,October,12
Cacao,1006,2,Monday,Lunchtime,September,6
Cacao,1008,2,Thursday,Lunchtime,May,9
Cacao,1008,2,Friday,Morning,February,9
Latte,1013,2,Tuesday,Lunchtime,April,5
Espresso,1004,2,Sunday,Evening,June,6
Espresso,1005,2,Monday,Morning,October,9
Americano,1001,2,Saturday,Evening,August,6
Latte,1012,2,Tuesday,Evening,January,8
Americano,1003,1,Tuesday,Evening,September,7
Cacao,1008,2,Saturday,Lunchtime,November,10
Latte,1013,1,Monday,Evening,September,7
Cacao,1006,2,Saturday,Morning,February,12
Latte,1014,2,Friday,Lunchtime,March,7
Latte,1013,2,Friday,Lunchtime,March,6
Cacao,1008,2,Tuesday,Morning,November,11
Latte,1012,2,Saturday,Evening,August,7
Americano,1001,2,Monday,Lunchtime,September,4
Cacao,1008,2,Wednesday,Morning,August,13
Cappuccino,1011,2,Wednesday,Morning,June,11
Latte,1012,2,Friday,Morning,January,11
Latte,1014,2,Sunday,Evening,April,9
Americano,1003,2,Tuesday,Lunchtime,June,7
Latte,1013,1,Wednesday,Evening,October,7
Americano,1003,2,Friday,Lunchtime,February,5
Espresso,1004,2,Saturday,Morning,January,9
Latte,1014,2,Sunday,Evening,August,9
Americano,1002,2,Saturday,Lunchtime,January,7
Cappuccino,1011,2,Wednesday,Lunchtime,May,6
Cappuccino,1010,2,Thursday,Lunchtime,August,8
Espresso,1005,2,Monday,Lunchtime,July,5
Cacao,1006,2,Sunday,Evening,December,10
Espresso,1004,2,Sunday,Morning,April,10
Latte,1013,2,Friday,Lunchtime,July,6
Espresso,1004,1,Friday,Evening,August,5
Espresso,1004,2,Sunday,Evening,December,9
Espresso,1005,2,Monday,Evening,February,5
Americano,1003,2,Thursday,Lunchtime,January,8
Cappuccino,1011,1,Monday,Evening,May,10
Cacao,1007,2,Tuesday,Morning,November,8
Cappuccino,1010,2,Saturday,Morning,December,13
Cacao,1006,2,Tuesday,Morning,December,9
Americano,1002,2,Tuesday,Lunchtime,October,5
Latte,1012,2,Saturday,Lunchtime,January,11
Cacao,1006,2,Sunday,Lunchtime,January,11
Cappuccino,1009,2,Friday,Morning,February,8
Americano,1001,2,Thursday,Morning,April,8
Americano,1002,2,Thursday,Morning,March,9
Cacao,1007,2,Tuesday,Morning,September,9
Americano,1002,2,Saturday,Lunchtime,June,8
Americano,1003,2,Saturday,Lunchtime,July,8
Cappuccino,1011,2,Sunday,Morning,May,13
Americano,1001,2,Sunday,Evening,November,6
Americano,1001,1,Wednesday,Evening,November,6
Cappuccino,1009,1,Thursday,Evening,June,9
Americano,1001,1,Monday,Evening,August,5
Latte,1014,2,Friday,Lunchtime,May,8
Cappuccino,1010,2,Saturday,Evening,January,10
Cacao,1008,2,Wednesday,Morning,July,10
Americano,1001,2,Thursday,Morning,May,6
Cacao,1008,2,Saturday,Evening,January,12
Espresso,1005,2,Sunday,Morning,June,10
Espresso,1004,2,Tuesday,Morning,April,5
Americano,1003,2,Saturday,Morning,September,12
Latte,1012,2,Monday,Lunchtime,November,6
Cappuccino,1009,2,Monday,Morning,July,8
Espresso,1005,2,Wednesday,Lunchtime,February,5
Cacao,1007,2,Friday,Lunchtime,October,7
Cappuccino,1009,2,Friday,Lunchtime,June,5
Cappuccino,1009,2,Sunday,Evening,October,6
Americano,1003,1,Monday,Evening,May,6
Cacao,1006,2,Wednesday,Lunchtime,October,8
Cacao,1008,2,Tuesday,Lunchtime,April,9
Cacao,1007,2,Monday,Morning,June,9
Cacao,1008,2,Monday,Morning,April,11
Espresso,1004,2,Monday,Evening,February,4
Latte,1012,2,Thursday,Morning,March,8
Cappuccino,1010,1,Thursday,Evening,March,7
Cappuccino,1010,2,Wednesday,Lunchtime,September,5
Cacao,1006,2,Wednesday,Morning,January,11
Cacao,1008,2,Sunday,Evening,April,9
Cappuccino,1011,2,Saturday,Lunchtime,May,11
Cappuccino,1010,2,Tuesday,Lunchtime,March,5
Americano,1003,2,Saturday,Evening,May,7
Espresso,1004,2,Saturday,Morning,September,10
Cacao,1006,1,Friday,Evening,August,9
Cacao,1006,2,Wednesday,Morning,February,11
Latte,1012,2,Monday,Evening,January,6
Americano,1001,2,Thursday,Morning,March,9
Latte,1012,2,Sunday,Evening,June,9
Latte,1014,2,Saturday,Lunchtime,April,10
Americano,1002,1,Monday,Evening,June,4
Espresso,1004,2,Sunday,Lunchtime,February,6
Cacao,1006,1,Wednesday,Evening,May,7
Cappuccino,1010,2,Saturday,Morning,December,14
Latte,1014,2,Tuesday,Lunchtime,September,8
Espresso,1005,2,Saturday,Evening,July,5
Espresso,1004,1,Friday,Evening,September,4
Espresso,1004,2,Saturday,Evening,July,5
Latte,1012,2,Thursday,Lunchtime,March,6
Cappuccino,1011,2,Thursday,Morning,March,9
Espresso,1004,2,Friday,Morning,February,7
Espresso,1004,2,Sunday,Evening,August,4
Cacao,1008,2,Thursday,Morning,May,12
Latte,1014,2,Wednesday,Morning,May,9
Cappuccino,1009,2,Sunday,Evening,March,9
Cacao,1008,1,Tuesday,Evening,March,8
Espresso,1004,2,Sunday,Morning,June,9
Latte,1013,2,Sunday,Lunchtime,October,10
Cacao,1008,2,Saturday,Morning,November,15
Cacao,1006,2,Sunday,Morning,October,11
Espresso,1005,2,Friday,Lunchtime,July,3
Latte,1012,2,Sunday,Morning,April,13
Cappuccino,1011,2,Saturday,Lunchtime,February,11
Americano,1001,2,Monday,Lunchtime,February,5
Espresso,1005,2,Friday,Lunchtime,February,7
Latte,1014,1,Friday,Evening,May,10
Latte,1013,2,Friday,Lunchtime,January,7
Latte,1012,2,Sunday,Morning,February,13
Americano,1002,2,Wednesday,Lunchtime,September,7
Americano,1002,2,Saturday,Evening,August,5
Latte,1012,2,Saturday,Evening,October,9
Cacao,1006,2,Tuesday,Lunchtime,March,6
Cacao,1007,2,Saturday,Morning,November,12
Cacao,1007,2,Friday,Lunchtime,March,7
Cacao,1006,1,Tuesday,Evening,May,10
Cacao,1008,2,Thursday,Morning,February,11
Latte,1012,1,Monday,Evening,May,9
Latte,1012,2,Sunday,Evening,June,8
Espresso,1004,2,Friday,Evening,December,4
Espresso,1004,2,Monday,Morning,October,5
Cappuccino,1009,2,Monday,Morning,February,11
Cacao,1008,2,Wednesday,Morning,December,11
Espresso,1005,2,Friday,Morning,October,9
Cappuccino,1011,2,Sunday,Morning,December,14
Cappuccino,1010,2,Monday,Lunchtime,February,6
Espresso,1005,2,Saturday,Lunchtime,September,9
Latte,1012,2,Tuesday,Morning,January,10
Cappuccino,1009,1,Wednesday,Evening,October,9
Cacao,1006,2,Tuesday,Evening,December,6
Espresso,1005,2,Friday,Lunchtime,April,4
Cappuccino,1011,2,Sunday,Evening,September,9
Cappuccino,1010,2,Sunday,Morning,November,12
Cappuccino,1009,1,Thursday,Evening,June,6
Latte,1014,2,Tuesday,Morning,February,11
Espresso,1005,2,Tuesday,Morning,February,10
Americano,1003,2,Sunday,Evening,July,7
Espresso,1004,2,Wednesday,Lunchtime,March,6
Latte,1014,2,Saturday,Morning,December,12
Cacao,1007,2,Friday,Morning,July,8
Espresso,1004,2,Friday,Morning,December,6
Cacao,1007,2,Saturday,Lunchtime,April,9
Cacao,1008,2,Tuesday,Morning,September,12
Cappuccino,1011,2,Tuesday,Morning,July,10
Cacao,1008,2,Sunday,Evening,May,7
Latte,1012,2,Tuesday,Lunchtime,December,6
Cappuccino,1011,2,Saturday,Evening,March,7
Espresso,1004,1,Thursday,Evening,April,4
Latte,1012,2,Saturday,Morning,February,12
Americano,1003,2,Monday,Lunchtime,April,4
Cappuccino,1010,2,Friday,Morning,April,10
Espresso,1005,1,Friday,Evening,June,4
Latte,1014,2,Monday,Evening,January,6
Espresso,1004,1,Tuesday,Evening,September,5
Cacao,1006,2,Thursday,Morning,April,12
Latte,1013,2,Saturday,Evening,October,9
Latte,1014,1,Wednesday,Evening,May,10
Cappuccino,1009,2,Wednesday,Lunchtime,January,5
Latte,1014,2,Wednesday,Lunchtime,September,8
Cappuccino,1009,2,Friday,Morning,July,10
Cacao,1006,2,Thursday,Lunchtime,May,7
Espresso,1004,2,Friday,Lunchtime,May,4
Cacao,1008,2,Thursday,Evening,February,8
Latte,1012,2,Friday,Morning,November,8
Cacao,1007,2,Saturday,Evening,April,9
Espresso,1005,1,Monday,Evening,October,3
Latte,1014,2,Thursday,Lunchtime,May,8
Latte,1012,1,Monday,Evening,November,7
Americano,1002,1,Monday,Evening,March,6
Cacao,1006,2,Sunday,Morning,June,13
Cappuccino,1009,2,Sunday,Lunchtime,April,9
Cappuccino,1011,2,Wednesday,Evening,December,8
Americano,1002,1,Wednesday,Evening,April,6
Latte,1013,2,Sunday,Lunchtime,April,11
Americano,1001,2,Saturday,Lunchtime,February,7
Latte,1012,2,Saturday,Morning,October,10
Americano,1001,2,Tuesday,Morning,February,6
Cappuccino,1011,2,Friday,Morning,January,9
Espresso,1004,2,Sunday,Morning,September,12
Cappuccino,1009,2,Wednesday,Lunchtime,February,6
Cappuccino,1010,2,Sunday,Lunchtime,May,8
Cacao,1008,2,Thursday,Morning,October,11
Americano,1002,2,Thursday,Morning,May,7
Cappuccino,1010,1,Wednesday,Evening,June,9
Latte,1014,2,Thursday,Morning,July,12
Cappuccino,1011,2,Friday,Lunchtime,April,6
Latte,1014,2,Friday,Lunchtime,March,8
Espresso,1004,1,Tuesday,Evening,July,4
Americano,1002,2,Saturday,Evening,November,7
Cappuccino,1010,1,Friday,Evening,June,6
Americano,1002,1,Thursday,Evening,May,6
Cacao,1006,2,Saturday,Evening,February,10
Cappuccino,1010,2,Thursday,Lunchtime,February,8
Cacao,1006,2,Saturday,Evening,May,9
Espresso,1004,2,Tuesday,Lunchtime,December,4
Espresso,1005,1,Monday,Evening,May,5
Cacao,1008,2,Friday,Morning,May,11
Latte,1014,1,Friday,Evening,July,8
Americano,1001,2,Saturday,Evening,January,8
Latte,1014,2,Thursday,Lunchtime,August,8
Latte,1014,2,Sunday,Morning,August,13
Latte,1013,2,Monday,Lunchtime,October,8
Americano,1001,2,Sunday,Lunchtime,April,9
Cappuccino,1011,2,Friday,Morning,October,10
Americano,1003,1,Thursday,Evening,October,6
Cappuccino,1009,2,Wednesday,Morning,November,11
Cacao,1007,2,Sunday,Lunchtime,October,10
Cacao,1008,2,Monday,Evening,February,6
Latte,1012,2,Sunday,Morning,June,11
Cacao,1006,2,Sunday,Morning,April,15
Latte,1013,2,Thursday,Morning,May,10
Americano,1003,1,Wednesday,Evening,November,5
Latte,1012,2,Saturday,Evening,February,11
Americano,1003,2,Saturday,Evening,July,6
Espresso,1005,2,Saturday,Lunchtime,March,9
Espresso,1004,2,Monday,Morning,July,9
Cacao,1006,1,Friday,Evening,November,8
Cacao,1006,2,Friday,Lunchtime,August,5
Espresso,1005,2,Tuesday,Lunchtime,May,4
Cappuccino,1009,1,Monday,Evening,August,6
Latte,1013,2,Tuesday,Morning,April,8
Latte,1014,1,Monday,Evening,June,9
Espresso,1004,2,Wednesday,Evening,February,3
Cacao,1007,2,Friday,Lunchtime,October,7
Americano,1003,2,Saturday,Evening,April,6
Cappuccino,1009,2,Saturday,Morning,July,10
Espresso,1005,2,Sunday,Lunchtime,August,7
Americano,1002,2,Saturday,Morning,September,10
Americano,1001,1,Monday,Evening,September,4
Cacao,1006,2,Tuesday,Lunchtime,June,6
Cacao,1008,2,Saturday,Lunchtime,October,10
Cacao,1006,1,Friday,Evening,September,9
Espresso,1004,2,Saturday,Evening,April,4
Cappuccino,1009,2,Sunday,Evening,February,8
Cacao,1007,1,Monday,Evening,April,9
Latte,1012,2,Tuesday,Morning,July,10
Espresso,1005,2,Friday,Evening,February,4
Espresso,1005,2,Wednesday,Lunchtime,June,7
Cacao,1008,2,Friday,Lunchtime,March,6
Espresso,1004,1,Wednesday,Evening,August,2
Latte,1013,2,Wednesday,Lunchtime,November,7
Latte,1014,2,Tuesday,Morning,April,9
Americano,1003,2,Sunday,Morning,August,12
Espresso,1004,2,Sunday,Morning,October,11
Cappuccino,1009,2,Monday,Morning,January,10
Latte,1013,2,Monday,Morning,September,11
Cacao,1008,2,Sunday,Evening,December,11
Espresso,1004,2,Sunday,Evening,February,7
Cacao,1006,2,Tuesday,Lunchtime,August,7
Cappuccino,1011,1,Wednesday,Evening,April,10
Cappuccino,1011,2,Wednesday,Evening,January,8
Latte,1012,2,Friday,Morning,June,11
Cappuccino,1009,2,Wednesday,Lunchtime,November,5
Americano,1003,2,Saturday,Morning,February,12
Latte,1013,1,Wednesday,Evening,November,9
Cacao,1008,2,Sunday,Lunchtime,July,11
Americano,1001,2,Tuesday,Lunchtime,May,6
Espresso,1004,2,Saturday,Morning,September,9
Espresso,1005,2,Friday,Lunchtime,May,7
Americano,1002,2,Sunday,Morning,July,10
Espresso,1004,2,Sunday,Evening,August,8
Espresso,1004,2,Saturday,Lunchtime,March,8
Latte,1014,2,Saturday,Lunchtime,August,12
Latte,1013,2,Saturday,Morning,December,12
Cacao,1007,1,Wednesday,Evening,June,10
Cappuccino,1009,2,Saturday,Lunchtime,March,7
Espresso,1005,2,Friday,Lunchtime,September,3
Americano,1001,2,Friday,Lunchtime,June,5
Cappuccino,1009,2,Saturday,Evening,October,9
Americano,1003,1,Friday,Evening,June,7
Cacao,1006,2,Thursday,Lunchtime,August,6
Americano,1001,2,Friday,Evening,February,5
Latte,1014,2,Saturday,Evening,January,12
Cappuccino,1010,2,Monday,Morning,June,11
Cappuccino,1010,2,Monday,Morning,November,8
Americano,1001,2,Thursday,Morning,April,9
Cacao,1008,2,Wednesday,Lunchtime,January,8
Latte,1013,2,Thursday,Lunchtime,April,7
Americano,1001,1,Tuesday,Evening,October,5
Espresso,1004,1,Monday,Evening,July,3
Americano,1001,2,Sunday,Morning,April,12
Cappuccino,1010,1,Friday,Evening,June,9
Cacao,1007,2,Saturday,Morning,April,12
Cacao,1006,2,Saturday,Morning,March,13
Latte,1014,2,Friday,Morning,June,9
Cappuccino,1011,2,Thursday,Lunchtime,June,5
Cappuccino,1011,2,Friday,Lunchtime,March,7
Cappuccino,1010,2,Monday,Lunchtime,November,8
Cacao,1007,1,Wednesday,Evening,March,8
Latte,1013,1,Thursday,Evening,June,6
Cacao,1008,2,Monday,Lunchtime,December,8
Americano,1001,2,Sunday,Morning,January,12
Cacao,1007,2,Thursday,Morning,April,11
Americano,1001,2,Saturday,Morning,August,10
Espresso,1004,2,Sunday,Evening,September,6
Cacao,1007,2,Wednesday,Morning,August,9
Latte,1013,2,Tuesday,Morning,August,11
Cappuccino,1011,2,Friday,Lunchtime,March,7
Latte,1012,2,Wednesday,Lunchtime,March,7
Cappuccino,1009,2,Saturday,Lunchtime,May,10
Cacao,1006,2,Friday,Lunchtime,November,5
Americano,1001,2,Thursday,Morning,February,8
Espresso,1005,2,Sunday,Evening,October,7
Americano,1002,2,Saturday,Morning,September,11
Espresso,1004,2,Saturday,Evening,September,6
Cappuccino,1009,2,Sunday,Evening,April,7
Cacao,1007,2,Friday,Lunchtime,June,7
Cappuccino,1011,2,Saturday,Lunchtime,August,9
